robot_id,task_type,algorithm,start_time,end_time,duration_min,error_occurred,energy_kwh
R0066,place,A,2025-01-19T14:22:00,2025-01-19T14:49:03.027211,27.05,0,13.69
R0053,move,A,2025-01-25T11:52:00,2025-01-25T12:15:40.594070,23.68,0,15.06
R0065,pick,B,2025-01-31T09:05:00,2025-01-31T09:31:56.729574,26.95,0,12.81
R0002,pick,A,2025-02-27T16:47:00,2025-02-27T17:18:37.752256,31.63,0,14.42
R0071,move,B,2025-01-17T20:45:00,2025-01-17T21:18:42.676617,33.71,0,11.63
R0099,place,B,2025-02-04T17:41:00,2025-02-04T18:02:09.168852,21.15,0,14.69
R0068,move,B,2025-02-28T19:47:00,2025-02-28T20:08:57.107950,21.95,0,12.21
R0031,move,B,2025-01-26T02:53:00,2025-01-26T03:27:18.107945,34.3,0,12.31
R0031,move,A,2025-02-17T23:07:00,2025-02-17T23:34:02.247130,27.04,0,12.47
R0044,move,A,2025-03-06T15:54:00,2025-03-06T16:21:24.845075,27.41,0,10.9
R0061,move,A,2025-01-06T22:47:00,2025-01-06T23:18:25.858428,31.43,0,7.0
R0090,move,A,2025-03-10T21:15:00,2025-03-10T21:44:00.669287,29.01,0,12.38
R0048,place,A,2025-01-26T08:10:00,2025-01-26T08:40:37.956962,30.63,0,10.53
R0051,pick,B,2025-01-23T17:53:00,2025-01-23T18:23:27.679496,30.46,0,11.34
R0017,move,A,2025-02-22T09:45:00,2025-02-22T10:25:31.101931,40.52,0,13.19
R0092,pick,B,2025-01-20T22:23:00,2025-01-20T22:48:48.241805,25.8,0,12.84
R0066,pick,A,2025-02-12T14:47:00,2025-02-12T15:08:48.718525,21.81,0,12.24
R0064,pick,B,2025-01-15T00:36:00,2025-01-15T01:05:26.173278,29.44,0,11.46
R0005,place,A,2025-01-12T18:38:00,2025-01-12T19:04:03.195896,26.05,0,12.2
R0038,pick,B,2025-01-07T04:45:00,2025-01-07T05:07:59.349807,22.99,0,14.74
R0094,place,A,2025-03-03T22:15:00,2025-03-03T22:45:33.116892,30.55,0,13.01
R0084,pick,A,2025-02-11T07:02:00,2025-02-11T07:25:01.850687,23.03,0,10.87
R0095,move,A,2025-03-06T07:23:00,2025-03-06T07:56:06.224267,33.1,0,14.08
R0050,place,A,2025-01-07T14:50:00,2025-01-07T15:15:30.752531,25.51,0,9.38
R0003,place,B,2025-01-02T00:48:00,2025-01-02T01:18:15.733021,30.26,0,10.5
R0010,place,A,2025-01-02T06:00:00,2025-01-02T06:22:21.811293,22.36,1,8.6
R0085,place,A,2025-01-15T13:16:00,2025-01-15T13:43:00.772990,27.01,0,14.16
R0011,move,A,2025-02-01T12:49:00,2025-02-01T13:25:00.304428,36.01,0,12.57
R0068,move,B,2025-02-01T20:54:00,2025-02-01T21:22:43.123787,28.72,0,10.47
R0034,pick,A,2025-02-14T05:22:00,2025-02-14T05:40:56.987163,18.95,0,14.21
R0097,move,B,2025-03-06T23:19:00,2025-03-06T23:48:47.581263,29.79,0,9.54
R0088,move,A,2025-02-06T23:54:00,2025-02-07T00:30:50.429545,36.84,0,9.66
R0019,move,A,2025-03-04T01:33:00,2025-03-04T02:08:42.809975,35.71,0,8.53
R0032,pick,A,2025-01-09T16:52:00,2025-01-09T17:34:50.972111,42.85,0,9.28
R0021,move,A,2025-02-09T23:54:00,2025-02-10T00:30:01.402332,36.02,0,10.75
R0097,pick,A,2025-03-06T23:43:00,2025-03-07T00:16:04.452419,33.07,0,15.56
R0020,pick,B,2025-02-14T20:17:00,2025-02-14T20:43:49.220811,26.82,0,16.08
R0023,move,A,2025-03-10T22:36:00,2025-03-10T23:15:02.854476,39.05,0,9.05
R0039,pick,A,2025-01-20T17:53:00,2025-01-20T18:22:59.479043,29.99,0,11.54
R0047,pick,B,2025-01-05T20:44:00,2025-01-05T21:12:17.325124,28.29,0,10.48
R0044,move,A,2025-03-10T05:10:00,2025-03-10T05:35:32.634450,25.54,0,11.88
R0074,pick,B,2025-01-17T07:30:00,2025-01-17T08:00:36.443125,30.61,0,6.18
R0052,pick,A,2025-01-23T09:50:00,2025-01-23T10:24:40.862703,34.68,0,12.37
R0036,move,B,2025-01-30T08:00:00,2025-01-30T08:35:00.875479,35.01,0,10.32
R0014,move,B,2025-01-04T16:56:00,2025-01-04T17:21:25.507601,25.43,0,9.62
R0097,place,A,2025-02-07T12:52:00,2025-02-07T13:24:36.768576,32.61,0,8.33
R0033,pick,A,2025-02-26T04:38:00,2025-02-26T05:04:22.470984,26.37,0,12.4
R0036,place,A,2025-02-19T07:11:00,2025-02-19T07:33:33.256075,22.55,0,12.19
R0088,pick,A,2025-01-02T12:29:00,2025-01-02T13:05:41.076131,36.68,0,14.37
R0034,place,B,2025-02-25T16:33:00,2025-02-25T17:00:31.014207,27.52,0,13.2
R0079,pick,B,2025-03-04T12:01:00,2025-03-04T12:31:09.513530,30.16,1,11.6
R0037,place,B,2025-02-05T02:26:00,2025-02-05T02:56:55.364289,30.92,0,10.47
R0020,move,A,2025-01-28T02:43:00,2025-01-28T03:11:37.009239,28.62,0,12.9
R0051,pick,A,2025-02-21T22:58:00,2025-02-21T23:28:00.055999,30.0,0,14.3
R0054,move,A,2025-02-04T09:54:00,2025-02-04T10:27:57.538924,33.96,0,13.57
R0083,pick,A,2025-01-07T10:07:00,2025-01-07T10:39:47.910142,32.8,0,12.38
R0100,move,B,2025-02-17T18:44:00,2025-02-17T19:15:25.231962,31.42,0,13.31
R0078,pick,A,2025-01-27T03:51:00,2025-01-27T04:22:54.589937,31.91,0,10.36
R0004,place,B,2025-02-12T09:16:00,2025-02-12T09:44:05.995062,28.1,0,8.28
R0090,move,A,2025-02-24T23:44:00,2025-02-25T00:20:27.078339,36.45,0,13.53
R0010,pick,A,2025-01-11T19:08:00,2025-01-11T19:33:50.011513,25.83,0,10.72
R0049,pick,B,2025-01-17T04:06:00,2025-01-17T04:40:02.186633,34.04,0,9.81
R0054,pick,B,2025-02-09T22:39:00,2025-02-09T23:00:12.789279,21.21,0,8.89
R0036,place,A,2025-02-22T19:21:00,2025-02-22T19:49:32.397436,28.54,0,11.09
R0095,move,B,2025-01-04T02:10:00,2025-01-04T02:36:18.117639,26.3,0,12.63
R0018,place,B,2025-02-09T10:47:00,2025-02-09T11:12:27.454884,25.46,0,12.05
R0099,move,B,2025-02-09T11:36:00,2025-02-09T11:58:53.712977,22.9,0,13.66
R0009,place,B,2025-02-14T11:19:00,2025-02-14T11:42:17.484184,23.29,0,11.26
R0026,move,B,2025-02-25T09:10:00,2025-02-25T09:37:25.197220,27.42,0,11.88
R0067,place,B,2025-02-18T21:47:00,2025-02-18T22:18:40.554352,31.68,0,10.35
R0043,pick,B,2025-03-05T15:39:00,2025-03-05T16:10:48.292047,31.8,0,13.5
R0083,pick,B,2025-02-15T18:23:00,2025-02-15T18:50:04.993675,27.08,0,14.81
R0094,move,A,2025-03-08T09:42:00,2025-03-08T10:13:41.667479,31.69,0,11.33
R0086,pick,A,2025-02-10T03:11:00,2025-02-10T03:41:27.330260,30.46,0,15.61
R0027,place,A,2025-03-11T09:35:00,2025-03-11T10:06:53.643159,31.89,0,12.76
R0082,pick,A,2025-02-06T23:52:00,2025-02-07T00:24:21.915278,32.37,0,13.87
R0022,move,A,2025-01-12T13:44:00,2025-01-12T14:15:48.424657,31.81,0,13.22
R0031,pick,A,2025-01-10T10:02:00,2025-01-10T10:32:21.817388,30.36,0,12.37
R0095,place,A,2025-01-01T12:43:00,2025-01-01T13:17:58.957390,34.98,0,10.54
R0063,move,A,2025-02-21T16:25:00,2025-02-21T16:55:07.168529,30.12,1,11.47
R0057,place,A,2025-02-23T13:15:00,2025-02-23T13:38:09.519318,23.16,0,9.49
R0051,pick,A,2025-01-26T07:32:00,2025-01-26T08:02:04.568106,30.08,0,14.1
R0080,move,A,2025-01-02T16:59:00,2025-01-02T17:30:04.447952,31.07,0,10.88
R0024,place,A,2025-02-23T19:16:00,2025-02-23T19:52:59.785002,37.0,0,11.24
R0025,move,B,2025-01-23T17:21:00,2025-01-23T17:44:31.241027,23.52,0,14.85
R0041,pick,A,2025-02-07T17:01:00,2025-02-07T17:31:25.297148,30.42,0,15.3
R0075,pick,B,2025-03-04T06:53:00,2025-03-04T07:20:59.257435,27.99,0,11.24
R0019,move,A,2025-02-14T09:58:00,2025-02-14T10:20:57.267922,22.95,0,11.18
R0032,move,B,2025-01-22T08:39:00,2025-01-22T09:09:09.281062,30.15,0,12.56
R0043,place,A,2025-02-07T15:09:00,2025-02-07T15:39:44.825842,30.75,0,11.42
R0038,pick,A,2025-01-08T02:38:00,2025-01-08T03:08:10.170235,30.17,0,9.92
R0069,move,A,2025-01-26T00:26:00,2025-01-26T01:03:16.674246,37.28,0,13.61
R0099,move,A,2025-01-11T16:59:00,2025-01-11T17:28:28.053635,29.47,0,11.09
R0074,move,A,2025-01-07T19:07:00,2025-01-07T19:46:31.330052,39.52,0,10.79
R0092,move,B,2025-01-16T19:09:00,2025-01-16T19:36:02.644189,27.04,1,14.21
R0076,move,A,2025-03-10T01:22:00,2025-03-10T01:53:14.482180,31.24,1,8.75
R0014,pick,B,2025-01-13T16:25:00,2025-01-13T16:54:17.871010,29.3,0,10.07
R0009,pick,A,2025-02-07T21:26:00,2025-02-07T21:48:53.654058,22.89,0,10.97
R0092,place,A,2025-02-12T05:23:00,2025-02-12T05:47:40.863115,24.68,0,10.42
R0049,pick,A,2025-02-22T01:48:00,2025-02-22T02:19:10.616478,31.18,0,9.35
R0051,place,A,2025-02-04T18:22:00,2025-02-04T18:56:36.003438,34.6,0,11.4
R0050,place,A,2025-01-15T18:12:00,2025-01-15T18:38:23.319335,26.39,1,11.38
R0056,move,A,2025-01-05T22:21:00,2025-01-05T22:45:43.101600,24.72,0,9.88
R0022,move,A,2025-02-13T22:49:00,2025-02-13T23:17:04.561340,28.08,0,12.58
R0061,move,A,2025-02-14T01:08:00,2025-02-14T01:40:25.500387,32.43,0,11.06
R0040,move,A,2025-03-08T10:59:00,2025-03-08T11:27:59.124761,28.99,0,12.44
R0050,move,A,2025-02-25T06:54:00,2025-02-25T07:31:50.959931,37.85,0,12.14
R0097,move,B,2025-02-05T13:52:00,2025-02-05T14:17:07.407748,25.12,0,9.42
R0054,pick,A,2025-03-06T11:00:00,2025-03-06T11:34:39.823083,34.66,0,7.53
R0021,pick,B,2025-01-14T18:46:00,2025-01-14T19:11:41.650592,25.69,0,9.4
R0049,move,B,2025-02-21T19:14:00,2025-02-21T19:45:33.402202,31.56,0,13.8
R0053,place,B,2025-02-04T16:04:00,2025-02-04T16:31:00.426457,27.01,0,9.72
R0073,pick,A,2025-01-01T12:19:00,2025-01-01T12:48:19.753307,29.33,0,12.82
R0022,pick,A,2025-01-12T23:21:00,2025-01-12T23:53:47.191288,32.79,0,11.73
R0029,move,B,2025-03-10T04:16:00,2025-03-10T04:49:54.990553,33.92,0,10.07
R0007,place,B,2025-02-17T05:01:00,2025-02-17T05:27:17.290040,26.29,0,10.54
R0031,place,B,2025-01-09T14:10:00,2025-01-09T14:39:15.327785,29.26,0,12.92
R0007,pick,A,2025-01-24T16:35:00,2025-01-24T16:58:45.181439,23.75,0,9.78
R0044,pick,A,2025-01-12T16:33:00,2025-01-12T17:04:29.281483,31.49,0,9.83
R0018,pick,A,2025-01-16T17:23:00,2025-01-16T17:51:36.564231,28.61,0,11.33
R0061,place,A,2025-02-17T01:47:00,2025-02-17T02:22:54.997143,35.92,0,15.35
R0053,move,A,2025-01-04T02:13:00,2025-01-04T02:40:33.783175,27.56,0,13.07
R0028,pick,B,2025-01-13T09:40:00,2025-01-13T10:06:31.455682,26.52,0,12.8
R0063,move,A,2025-02-25T15:17:00,2025-02-25T15:41:27.014149,24.45,0,14.29
R0007,move,B,2025-02-14T17:58:00,2025-02-14T18:23:16.874747,25.28,0,8.43
R0042,place,A,2025-01-03T23:32:00,2025-01-03T23:59:19.148350,27.32,0,11.47
R0017,pick,A,2025-03-02T23:35:00,2025-03-02T23:59:41.611940,24.69,0,11.91
R0002,pick,B,2025-02-25T07:14:00,2025-02-25T07:44:58.935973,30.98,0,9.59
R0040,move,B,2025-03-08T16:16:00,2025-03-08T16:50:57.219436,34.95,0,16.03
R0092,move,A,2025-01-24T09:01:00,2025-01-24T09:29:46.127363,28.77,0,13.19
R0092,place,B,2025-02-20T17:51:00,2025-02-20T18:20:42.935952,29.72,0,10.93
R0069,pick,B,2025-01-26T18:21:00,2025-01-26T18:47:55.111376,26.92,0,7.86
R0090,pick,B,2025-01-19T02:10:00,2025-01-19T02:37:21.358751,27.36,0,12.77
R0015,pick,B,2025-01-09T11:41:00,2025-01-09T12:06:24.511938,25.41,0,5.4
R0048,place,B,2025-02-22T09:18:00,2025-02-22T09:52:48.600795,34.81,0,12.0
R0017,place,A,2025-03-08T03:13:00,2025-03-08T03:48:45.338822,35.76,0,11.56
R0072,place,B,2025-01-22T15:33:00,2025-01-22T16:01:43.104898,28.72,0,12.34
R0007,place,B,2025-01-28T15:16:00,2025-01-28T15:42:30.182561,26.5,0,13.39
R0021,pick,A,2025-02-09T02:04:00,2025-02-09T02:31:13.698610,27.23,0,15.88
R0044,place,A,2025-01-28T21:43:00,2025-01-28T22:07:19.359991,24.32,0,12.98
R0081,move,B,2025-02-24T02:50:00,2025-02-24T03:15:03.311488,25.06,0,9.34
R0071,move,A,2025-02-20T14:10:00,2025-02-20T14:35:34.752456,25.58,0,6.82
R0033,pick,B,2025-02-03T13:32:00,2025-02-03T13:55:26.272398,23.44,0,12.9
R0089,move,A,2025-01-19T05:27:00,2025-01-19T06:00:45.804695,33.76,0,9.63
R0082,place,B,2025-01-24T00:15:00,2025-01-24T00:45:07.962207,30.13,0,9.76
R0096,place,B,2025-02-12T19:57:00,2025-02-12T20:16:37.679040,19.63,0,12.93
R0036,place,A,2025-02-20T12:24:00,2025-02-20T12:59:02.401201,35.04,0,10.9
R0081,pick,A,2025-01-22T06:23:00,2025-01-22T06:58:49.375041,35.82,0,11.83
R0097,pick,B,2025-01-07T02:13:00,2025-01-07T02:41:26.181948,28.44,0,10.91
R0041,pick,A,2025-02-19T17:30:00,2025-02-19T17:53:57.546353,23.96,0,11.5
R0080,move,B,2025-02-14T13:29:00,2025-02-14T13:51:44.765762,22.75,0,12.24
R0014,place,A,2025-03-08T03:31:00,2025-03-08T04:04:09.044633,33.15,0,8.25
R0072,pick,B,2025-01-02T02:36:00,2025-01-02T03:06:38.936223,30.65,0,11.03
R0096,pick,B,2025-02-12T09:36:00,2025-02-12T09:56:23.846519,20.4,0,11.59
R0099,place,B,2025-01-21T03:37:00,2025-01-21T04:03:20.890990,26.35,0,9.79
R0074,place,B,2025-01-25T19:37:00,2025-01-25T19:59:49.453544,22.82,0,11.89
R0003,place,B,2025-03-04T04:47:00,2025-03-04T05:15:20.785448,28.35,0,11.45
R0058,place,A,2025-02-03T14:03:00,2025-02-03T14:38:34.873917,35.58,0,15.02
R0056,place,A,2025-03-04T16:15:00,2025-03-04T16:34:42.609974,19.71,0,12.71
R0048,pick,A,2025-01-03T13:58:00,2025-01-03T14:25:23.427975,27.39,0,13.01
R0070,place,A,2025-02-14T18:30:00,2025-02-14T18:56:11.912716,26.2,0,15.86
R0057,pick,B,2025-02-16T03:07:00,2025-02-16T03:37:28.712688,30.48,0,10.81
R0005,move,B,2025-01-09T04:02:00,2025-01-09T04:35:19.471337,33.32,0,9.48
R0048,move,A,2025-03-11T01:31:00,2025-03-11T02:03:59.058654,32.98,0,11.54
R0006,place,B,2025-01-31T08:58:00,2025-01-31T09:25:31.347731,27.52,0,14.61
R0046,place,B,2025-02-06T05:27:00,2025-02-06T06:05:45.506864,38.76,0,11.95
R0097,place,A,2025-02-04T20:28:00,2025-02-04T20:54:11.874540,26.2,0,11.75
R0068,move,B,2025-01-26T22:12:00,2025-01-26T22:36:46.932930,24.78,0,9.98
R0055,move,B,2025-02-13T13:13:00,2025-02-13T13:41:31.917238,28.53,0,9.85
R0025,pick,A,2025-02-18T20:25:00,2025-02-18T21:00:53.263417,35.89,0,11.57
R0093,move,A,2025-03-02T18:14:00,2025-03-02T18:43:41.669426,29.69,0,10.9
R0015,move,B,2025-02-21T08:44:00,2025-02-21T09:06:26.474266,22.44,0,8.96
R0041,place,A,2025-01-16T06:23:00,2025-01-16T06:54:05.224973,31.09,1,11.35
R0075,place,B,2025-03-03T02:32:00,2025-03-03T03:01:15.743732,29.26,0,13.23
R0074,pick,A,2025-01-05T02:43:00,2025-01-05T03:09:21.404276,26.36,0,16.3
R0020,place,B,2025-02-17T16:11:00,2025-02-17T16:34:39.832470,23.66,0,8.89
R0045,place,A,2025-03-02T23:33:00,2025-03-03T00:07:22.088551,34.37,0,11.94
R0051,pick,B,2025-02-04T13:05:00,2025-02-04T13:29:31.996607,24.53,0,8.74
R0031,place,B,2025-02-02T20:02:00,2025-02-02T20:25:46.075722,23.77,0,11.27
R0041,place,B,2025-01-13T20:42:00,2025-01-13T21:16:09.911789,34.17,0,7.93
R0031,move,B,2025-01-06T06:36:00,2025-01-06T07:04:33.522280,28.56,0,12.62
R0063,place,B,2025-02-28T13:19:00,2025-02-28T13:44:44.663543,25.74,0,14.05
R0088,place,B,2025-01-06T14:28:00,2025-01-06T14:57:07.579734,29.13,0,12.82
R0063,pick,A,2025-03-03T21:22:00,2025-03-03T21:55:49.109315,33.82,0,14.25
R0089,place,A,2025-01-15T01:34:00,2025-01-15T02:03:11.032072,29.18,0,15.24
R0026,move,B,2025-02-27T03:29:00,2025-02-27T03:56:34.894646,27.58,0,10.71
R0097,place,A,2025-01-01T22:50:00,2025-01-01T23:18:32.988768,28.55,0,11.28
R0027,pick,A,2025-02-06T09:46:00,2025-02-06T10:14:10.889065,28.18,0,12.1
R0057,move,A,2025-02-06T12:27:00,2025-02-06T12:57:23.851420,30.4,0,12.13
R0091,move,B,2025-02-13T10:15:00,2025-02-13T10:42:04.346383,27.07,0,12.72
R0026,move,A,2025-02-18T11:35:00,2025-02-18T12:05:50.111100,30.84,0,12.83
R0062,place,B,2025-03-09T17:39:00,2025-03-09T18:02:53.939468,23.9,0,8.76
R0086,pick,B,2025-01-24T14:51:00,2025-01-24T15:21:55.328465,30.92,0,12.82
R0006,pick,A,2025-03-06T18:50:00,2025-03-06T19:15:05.877777,25.1,1,9.82
R0020,place,B,2025-02-23T20:07:00,2025-02-23T20:40:27.282846,33.45,0,10.21
R0026,move,B,2025-01-12T21:26:00,2025-01-12T21:50:57.414874,24.96,0,9.01
R0036,move,A,2025-02-02T08:38:00,2025-02-02T09:02:34.736976,24.58,0,16.23
R0067,pick,A,2025-02-25T14:06:00,2025-02-25T14:35:16.424612,29.27,0,11.36
R0068,place,A,2025-02-07T12:24:00,2025-02-07T12:48:12.514201,24.21,0,8.64
R0096,pick,B,2025-01-28T13:54:00,2025-01-28T14:29:34.774099,35.58,0,13.2
R0011,pick,B,2025-02-14T19:33:00,2025-02-14T20:01:36.757190,28.61,0,5.96
R0029,pick,B,2025-01-04T09:10:00,2025-01-04T09:36:43.913357,26.73,0,11.4
R0065,place,B,2025-01-08T09:17:00,2025-01-08T09:45:17.979994,28.3,0,5.77
R0096,place,B,2025-02-24T02:46:00,2025-02-24T03:20:01.266859,34.02,0,11.94
R0003,pick,A,2025-01-28T13:14:00,2025-01-28T13:32:12.799733,18.21,1,10.97
R0050,move,B,2025-01-11T09:34:00,2025-01-11T09:58:33.231305,24.55,0,11.13
R0024,move,A,2025-02-13T13:03:00,2025-02-13T13:31:45.057030,28.75,0,12.64
R0014,move,B,2025-02-04T17:18:00,2025-02-04T17:37:37.273464,19.62,0,11.42
R0056,move,B,2025-01-02T02:01:00,2025-01-02T02:24:43.157264,23.72,0,9.99
R0034,place,A,2025-01-25T05:16:00,2025-01-25T05:45:14.156665,29.24,0,15.02
R0006,pick,A,2025-01-13T21:06:00,2025-01-13T21:38:17.934175,32.3,0,11.65
R0035,pick,B,2025-03-10T03:00:00,2025-03-10T03:22:01.120014,22.02,0,11.08
R0035,move,A,2025-01-31T14:35:00,2025-01-31T15:00:08.354281,25.14,0,13.96
R0037,place,A,2025-03-06T09:43:00,2025-03-06T10:12:30.650756,29.51,0,9.78
R0059,place,A,2025-01-27T03:17:00,2025-01-27T03:46:12.025193,29.2,0,13.87
R0006,pick,A,2025-03-06T22:24:00,2025-03-06T22:58:27.973389,34.47,0,11.49
R0006,move,A,2025-02-13T05:32:00,2025-02-13T06:05:23.154506,33.39,1,12.37
R0057,place,B,2025-01-08T05:44:00,2025-01-08T06:04:09.740041,20.16,0,10.46
R0088,place,A,2025-02-09T13:45:00,2025-02-09T14:06:45.940843,21.77,0,13.21
R0081,place,A,2025-01-05T09:37:00,2025-01-05T10:03:01.864043,26.03,0,12.3
R0033,move,A,2025-02-01T20:54:00,2025-02-01T21:15:28.539419,21.48,0,12.15
R0046,place,A,2025-02-13T23:06:00,2025-02-13T23:35:12.094444,29.2,0,12.86
R0041,place,B,2025-01-09T00:52:00,2025-01-09T01:18:33.475112,26.56,0,11.25
R0074,move,A,2025-02-14T19:58:00,2025-02-14T20:33:27.583851,35.46,1,13.81
R0005,move,A,2025-02-05T15:40:00,2025-02-05T16:19:56.500198,39.94,0,16.56
R0053,place,A,2025-01-05T12:16:00,2025-01-05T12:58:33.461879,42.56,0,11.92
R0028,place,B,2025-01-18T05:47:00,2025-01-18T06:15:40.577931,28.68,1,15.06
R0033,pick,B,2025-03-09T22:23:00,2025-03-09T22:56:47.388969,33.79,0,9.98
R0025,move,A,2025-02-05T12:19:00,2025-02-05T12:44:44.651058,25.74,0,8.18
R0029,pick,A,2025-02-23T12:23:00,2025-02-23T12:54:46.629577,31.78,0,14.73
R0047,place,B,2025-01-20T12:38:00,2025-01-20T13:02:34.933201,24.58,0,9.76
R0007,pick,A,2025-02-14T23:27:00,2025-02-14T23:42:28.660681,15.48,1,13.18
R0064,place,B,2025-01-16T09:10:00,2025-01-16T09:42:45.394396,32.76,0,11.6
R0086,move,B,2025-01-17T11:38:00,2025-01-17T12:02:35.575751,24.59,0,10.72
R0046,place,A,2025-02-23T00:50:00,2025-02-23T01:18:05.701078,28.1,1,13.09
R0021,place,B,2025-02-21T17:00:00,2025-02-21T17:24:37.402522,24.62,0,8.71
R0067,pick,B,2025-03-07T03:19:00,2025-03-07T03:38:30.366386,19.51,0,10.01
R0075,move,B,2025-02-06T13:20:00,2025-02-06T13:52:13.686441,32.23,0,9.4
R0011,place,A,2025-01-17T03:38:00,2025-01-17T04:00:07.965072,22.13,0,9.56
R0080,pick,A,2025-01-24T02:09:00,2025-01-24T02:33:58.022875,24.97,0,10.83
R0092,place,B,2025-03-02T18:49:00,2025-03-02T19:11:03.350167,22.06,0,6.95
R0042,place,B,2025-01-25T05:43:00,2025-01-25T06:14:30.338064,31.51,0,8.98
R0037,move,B,2025-02-16T20:50:00,2025-02-16T21:19:10.797978,29.18,0,9.98
R0063,move,B,2025-01-28T22:46:00,2025-01-28T23:10:17.443439,24.29,0,12.57
R0025,place,A,2025-01-24T22:07:00,2025-01-24T22:36:18.284904,29.3,0,14.41
R0061,move,A,2025-01-02T11:53:00,2025-01-02T12:20:10.046701,27.17,0,9.76
R0032,place,B,2025-03-05T20:05:00,2025-03-05T20:31:16.798646,26.28,0,9.84
R0052,place,A,2025-02-12T06:31:00,2025-02-12T07:09:14.935106,38.25,0,10.56
R0033,pick,A,2025-01-08T03:25:00,2025-01-08T03:56:28.094632,31.47,1,11.87
R0002,place,B,2025-02-17T05:11:00,2025-02-17T05:33:52.961731,22.88,0,9.41
R0009,place,B,2025-01-24T11:29:00,2025-01-24T11:57:27.455057,28.46,0,11.41
R0014,pick,B,2025-01-17T08:41:00,2025-01-17T09:07:12.973210,26.22,0,10.86
R0044,pick,A,2025-01-28T10:36:00,2025-01-28T10:57:23.647252,21.39,0,10.17
R0024,place,B,2025-02-11T05:50:00,2025-02-11T06:22:13.008056,32.22,0,10.02
R0032,place,A,2025-03-05T13:12:00,2025-03-05T13:46:39.580363,34.66,1,14.19
R0080,place,A,2025-02-08T23:16:00,2025-02-08T23:51:25.176290,35.42,0,15.21
R0100,move,A,2025-01-24T20:56:00,2025-01-24T21:28:06.632578,32.11,0,15.11
R0005,pick,A,2025-01-25T08:56:00,2025-01-25T09:30:18.217403,34.3,0,8.39
R0082,pick,B,2025-02-25T12:52:00,2025-02-25T13:21:27.549875,29.46,0,15.76
R0035,place,A,2025-02-15T16:03:00,2025-02-15T16:23:10.221302,20.17,0,11.83
R0040,move,B,2025-02-24T15:27:00,2025-02-24T15:49:48.492147,22.81,0,9.51
R0050,move,A,2025-02-09T09:53:00,2025-02-09T10:19:59.110530,26.99,0,12.64
R0096,pick,B,2025-01-13T20:16:00,2025-01-13T20:42:09.265914,26.15,0,11.77
R0091,move,B,2025-01-22T21:36:00,2025-01-22T22:12:21.923977,36.37,0,13.16
R0052,place,B,2025-02-27T18:33:00,2025-02-27T19:01:26.102553,28.44,0,10.55
R0042,pick,A,2025-01-21T17:48:00,2025-01-21T18:19:58.859820,31.98,0,8.38
R0023,pick,B,2025-02-05T12:12:00,2025-02-05T12:37:44.895756,25.75,0,12.08
R0085,pick,A,2025-01-12T01:08:00,2025-01-12T01:38:23.633318,30.39,0,14.11
R0088,place,A,2025-01-12T09:51:00,2025-01-12T10:25:26.631935,34.44,0,12.72
R0043,place,B,2025-02-26T07:37:00,2025-02-26T08:03:10.314539,26.17,0,9.97
R0077,place,B,2025-03-06T05:40:00,2025-03-06T06:13:02.994963,33.05,0,11.94
R0078,place,A,2025-01-09T07:10:00,2025-01-09T07:35:29.190101,25.49,0,13.89
R0054,pick,A,2025-01-13T05:56:00,2025-01-13T06:27:36.262953,31.6,0,11.67
R0014,pick,B,2025-01-31T14:24:00,2025-01-31T14:55:26.100221,31.44,1,12.22
R0016,move,B,2025-02-19T19:04:00,2025-02-19T19:37:59.203055,33.99,0,13.84
R0007,place,B,2025-02-19T20:52:00,2025-02-19T21:17:33.792570,25.56,0,11.06
R0095,place,B,2025-02-08T18:39:00,2025-02-08T19:05:19.306059,26.32,0,14.9
R0080,move,A,2025-02-18T20:31:00,2025-02-18T21:04:52.993809,33.88,0,11.89
R0022,move,A,2025-01-19T00:30:00,2025-01-19T00:56:15.888204,26.26,1,12.09
R0034,place,A,2025-01-15T01:01:00,2025-01-15T01:20:02.677778,19.04,0,11.33
R0030,pick,B,2025-01-31T14:21:00,2025-01-31T14:44:32.351597,23.54,0,13.04
R0027,pick,A,2025-01-10T05:34:00,2025-01-10T06:02:23.404690,28.39,0,12.22
R0065,move,B,2025-01-05T19:24:00,2025-01-05T19:51:25.944425,27.43,0,13.13
R0097,pick,A,2025-01-08T05:03:00,2025-01-08T05:37:58.734369,34.98,0,13.06
R0040,place,A,2025-03-01T18:59:00,2025-03-01T19:30:33.257457,31.55,0,8.84
R0006,pick,A,2025-02-24T02:55:00,2025-02-24T03:23:56.249591,28.94,0,14.36
R0002,move,B,2025-02-07T06:35:00,2025-02-07T07:03:54.121906,28.9,0,10.56
R0079,place,A,2025-02-06T08:22:00,2025-02-06T08:49:32.478645,27.54,0,11.03
R0064,pick,B,2025-02-26T07:37:00,2025-02-26T08:05:25.848675,28.43,0,10.01
R0073,move,A,2025-02-07T00:58:00,2025-02-07T01:33:28.401491,35.47,0,8.58
R0044,move,A,2025-02-18T17:19:00,2025-02-18T17:52:44.121853,33.74,0,14.8
R0049,place,B,2025-01-14T19:24:00,2025-01-14T19:47:14.502578,23.24,0,12.46
R0072,pick,A,2025-02-17T15:43:00,2025-02-17T16:14:54.924647,31.92,0,10.39
R0053,place,B,2025-02-26T19:18:00,2025-02-26T19:40:50.471917,22.84,0,12.13
